联华快客便利店城南店,2.289875700120135E-4,联华快客便利店金联店
农工商超市（集团）有限公司,3.527255005281759E-4,中国电信股份有限公司上海分公司
康宁鞋店,0.001950234548836519,联华超市铭诚店
兴明建材市场春啸建材,0.0017079119472812624,上海三雄极光照明
上海出入境检验检疫局机电产品检测技术中心,8.658143981997334E-4,中华人民共和国上海出入境检验检疫局(工业)
上海金兰顺风餐饮有限公司,1.333865527417991E-4,上海东亚票务营销有限公司
华东医院,8.163817788727429E-4,春申路2869号
家乐福（中国）管理咨询服务有限公司,4.929018936887831E-4,上海奉新苏宁云商销售有限公司
上海汇姿百货有限公司,3.1117049235406793E-4,上海易智乐玩具销售有限公司
（特约）美团点评（航旅）,2.1273018498681127E-4,深圳市顶全便利店有限公司（全家）
（特约）哈尔滨市祥吉真电子科技有限公司,0.002002360555244941,（特约）长春宇菊商贸有限公司
上海市卡地亚珠宝,0.006392815577349559,上海市香格里拉大酒店
上海市闵行区港竹杂货商店,2.2714776420610397E-4,上海统一星巴克咖啡有限公司星巴克杯子销售
上海欧尚超市有限公司(嘉定店),2.847553522906641E-4,上海燃气(集团)有限公司
上海青浦人然小镇餐馆（米格天地店）,4.403707091170096E-4,上海珠江创展投资有限公司米格天地上海珠江
上海乐哈哈超市有限公司千秋桥路分店,0.0024717549304445713,上海丹彤商贸有限公司联华超市虹梅南路分店
康成投资（中国）有限公司大润发平型关店,2.2157873236503095E-4,中国电信股份有限公司上海分公司
GUANG DA BANK OF CHINA    SHANGHAI    CN,5.462586119169735E-4,上海银行上海分行
上海易初莲花连锁超市有限公司(汶水店),2.037365641847537E-4,(特约)上海地铁（上海通银科技）
上海汇联商厦有限公司,9.597861962221202E-4,动域餐饮管理（上海）有限公司
上海环盛商业有限公司超生活,8.716623723122625E-5,上海华联罗森有限公司
上海冰凡实业有限公司,0.046524156809222214,北京华盛恒力商贸有限公司
石化江苏,3.3762111083939726E-4,欢网科技
中国建设银行股份有限公司（善融商务）,0.028921072128872963,江西港唯信息咨询有限公司
上海爱乐食品有限公司（来伊份）,0.0016562402160672737,中国建设银行
（特约）漫道科技（数码批发）,0.002634313943962717,（特约）FU充值缴费服务
上海久光百货有限公司Osim,9.565084765676088E-5,上海统一星巴克咖啡有限公司星巴克
（特约）北京广吉茂义广告有限公司,0.004012585745962287,易生商户资金代付
（特约）中国农业银行信用卡中心,0.0019971188976339316,（特约）汇添富基金管理股份有限公司（货币
king大志烤肉嘉顿广场店,0.001331446477007917,king大志烤肉仙霞路店
耐克商业（中国）有限公司（耐克商业中国）,1.99895757345115E-4,阿迪达斯
郑州东之捷网络技术有限公司,5.332474298930456E-4,易生商户资金代付
上海奉祥堂大药房有限公司,0.0029814101473994025,沃尔玛华东百货有限公司沃尔玛南浦大桥店
上海市徐汇区金伟餐馆,2.1212316062841103E-4,上海市寰宇日用百货销售
绿氧国际贸易有限公司,1.559341546349623E-4,金桥镇国隆食品超市
（特约）众玩（数码批发）,7.641518403528444E-4,（特约）携程旅行网
（特约）豆子网络（数码批发）,2.6445515315211114E-4,（特约）深圳市德莱文贸易有限公司
上海衣恋餐饮Lugo cafe闸北大宁国际店,0.001331446477007917,康成投资（中国）有限公司大润发大宁店
03963767闵行区宁虹路1199号一楼A,2.247008690195886E-4,宁虹路1175弄23-27号
上海翀翀贸易有限公司尚优玛特超市,2.696207916215583E-4,家乐福（中国）管理咨询服务有限公司
曹杨路支行 武宁路1500号,0.004155382993307349,曹杨路支行 武宁路1500号
（特约）中期时代,0.00118530353225964,（特约）移动山东资金归集UMF
南京乐本义装饰工程有限公司,5.962688098408997E-4,（特约）深圳市天泽元电子商贸有限公司
无印良品商业有限公司MUJI,6.511586417297288E-4,爱茉莉太平洋贸易有限公司
上海公共交通卡股份有限公司,3.0198332859878894E-4,上海屈臣氏日用品有限公司
海恩斯莫里斯（上海）商业有限公司上海1CN0,0.0013414730099209561,上海华润万家超市有限公司
海恩斯莫里斯（上海）商业有限公司上海1CN0,1.8965614124061031E-4,上海屈臣氏日用品有限公司久光百货店1123
河南堡湾网络科技有限公司,2.6747726857221646E-4,（特约）众玩（数码批发）
特易购商业上海公司河南南路分司乐购超市,2.464778677793999E-4,上海迪亚零售有限公司
（特约）上海地铁（上海通银科技）,3.532854356349027E-4,满记甜品上海有限公司满记甜品
奉贤守业皮鞋店VOLO犀牛皮鞋专卖店,4.0731829434865276E-4,上海伊优阁服装有限公司
上海市静安区美健健身会所,3.9703987386792135E-4,上海市千里飘香饭店
上海华润万家超市有限公司,8.61087383790906E-4,上海城市国际企业发展有限公司
中国石化销售有限公司上海石油分公司中石化,1.9569621858833076E-4,上海凌鼎贸易有限公司
ShanghaiPudongDevelopmentBank,0.001793899949874648,上海浦东发展银行
闸北中兴路支行 大统路725号,0.004845569688808482,闸北中兴路支行 大统路725号
市一路,0.005221589669832486,上海月浦华联吉买盛购物中心有限公司
